customer_id,transaction_count,total_transaction_value,average_transaction_value,max_transaction_value,high_risk_country_tx_count,average_country_risk,high_value_tx_count,velocity_24h
C00060,23,52736.700000000004,2292.9,13185.78,1,2.0434782608695654,1,2
C00061,25,36277.24,1451.0896,5166.61,5,2.24,0,2
C00062,17,25566.08,1503.8870588235295,6260.52,5,2.411764705882353,0,2
C00063,22,29364.739999999998,1334.760909090909,5448.69,4,2.3181818181818183,0,2
C00064,13,33157.41,2550.57,13082.67,1,2.1538461538461537,1,2
C00065,22,25165.06,1143.8663636363638,6803.33,6,2.590909090909091,0,2
C00066,16,23213.21,1450.825625,4931.46,2,2.1875,0,1
C00067,23,33455.58,1454.5904347826088,12682.28,1,1.9565217391304348,1,1
C00068,24,27387.96,1141.165,4367.71,7,2.5416666666666665,0,2
C00069,18,19945.63,1108.0905555555555,7208.78,4,2.388888888888889,0,2
C00070,9,7583.639999999999,842.6266666666666,2787.0,1,2.5555555555555554,0,1
C00071,17,19264.98,1133.2341176470588,4077.35,3,1.9411764705882353,0,2
C00072,19,21853.62,1150.1905263157894,6617.36,2,2.210526315789474,0,2
C00073,20,27913.54,1395.6770000000001,3993.09,2,1.9,0,1
C00074,26,44018.45,1693.0173076923077,7578.08,5,2.230769230769231,0,2
C00075,15,18215.670000000002,1214.3780000000002,3281.83,2,1.8,0,1
C00076,16,15519.09,969.943125,4926.29,3,2.4375,0,1
C00077,12,17101.14,1425.095,6006.96,1,1.8333333333333333,0,2
C00078,30,53642.04,1788.068,9773.63,4,2.2666666666666666,0,2
C00079,24,34258.02,1427.4174999999998,15198.1,3,2.375,1,2
C00080,13,12098.2,930.6307692307693,4556.64,0,1.6153846153846154,0,1
C00081,20,21268.33,1063.4165,3957.56,5,2.5,0,2
C00082,13,12683.1,975.623076923077,2052.44,2,2.230769230769231,0,2
C00083,26,23022.6,885.4846153846154,2363.58,4,2.3846153846153846,0,2
C00084,16,37814.6,2363.4125,9954.31,3,2.625,0,2
C00085,18,32719.42,1817.7455555555555,6222.89,2,2.0,0,2
C00086,14,22944.99,1638.9278571428572,4798.93,5,2.7142857142857144,0,1
C00087,17,21948.04,1291.0611764705882,3232.75,5,2.7058823529411766,0,2
C00088,20,39564.0,1978.2,9630.2,2,1.9,0,2
C00089,18,35943.86,1996.881111111111,11782.36,3,2.2777777777777777,1,2
C00090,24,26236.77,1093.19875,7375.57,1,1.9583333333333333,0,2
C00091,16,22399.02,1399.93875,6219.15,2,2.0625,0,2
C00092,29,31890.74,1099.6806896551725,3808.87,2,1.9310344827586208,0,2
C00093,20,46127.67,2306.3835,15522.19,2,2.3,1,2
C00094,18,45350.57,2519.476111111111,17547.8,2,2.4444444444444446,2,2
C00095,24,186363.44,7765.143333333333,40566.57,5,2.4583333333333335,5,5
C00096,24,36959.81,1539.9920833333333,5935.06,3,2.2083333333333335,0,2
C00097,18,18513.48,1028.5266666666666,3985.8,4,2.3333333333333335,0,2
C00098,24,84737.4,3530.725,9680.49,4,2.1666666666666665,0,8
C00099,30,34826.71,1160.8903333333333,4419.29,3,2.2,0,2
C00100,21,154510.95,7357.664285714286,31604.16,7,2.857142857142857,5,5
C00101,18,15927.51,884.8616666666667,2512.04,2,2.0,0,2
C00102,23,37595.31,1634.5786956521738,9193.6,2,1.826086956521739,0,2
C00103,24,33328.84,1388.7016666666666,8255.51,6,2.375,0,2
C00104,20,28584.44,1429.222,4787.47,3,2.3,0,1
C00105,32,38775.479999999996,1211.7337499999999,5247.12,5,2.46875,0,2
C00106,15,22580.97,1505.3980000000001,3995.58,0,2.066666666666667,0,1
C00107,15,17943.26,1196.2173333333333,3944.86,4,2.466666666666667,0,1
C00108,21,33375.5,1589.3095238095239,10816.27,3,2.0476190476190474,1,1
C00109,26,36848.48,1417.249230769231,3923.58,2,2.0384615384615383,0,2
C00110,26,26597.09,1022.965,5034.88,6,2.6923076923076925,0,2
C00111,16,22825.3,1426.58125,4541.77,3,2.3125,0,2
C00112,21,36195.77,1723.608095238095,11491.93,4,2.380952380952381,1,2
C00113,14,18724.12,1337.4371428571428,3981.92,3,2.357142857142857,0,2
C00114,21,42535.200000000004,2025.4857142857145,9407.02,6,2.8095238095238093,0,2
C00115,23,29965.55,1302.85,4979.93,0,1.565217391304348,0,2
C00116,18,23895.6,1327.5333333333333,5384.04,2,2.111111111111111,0,2
C00117,20,37314.37,1865.7185000000002,10063.94,4,2.15,1,2
C00118,32,37756.09,1179.8778125,5616.36,4,2.03125,0,2
C00119,17,29910.45,1759.4382352941177,13844.35,5,2.588235294117647,1,2
C00120,16,36936.14,2308.50875,13834.02,2,2.1875,1,1
C00121,28,32146.81,1148.100357142857,6061.33,4,2.0714285714285716,0,3
C00122,22,26922.73,1223.7604545454544,5197.67,6,2.5454545454545454,0,2
C00123,13,23686.03,1822.0023076923076,9826.25,1,1.4615384615384615,0,2
C00124,18,18180.440000000002,1010.0244444444446,4978.93,2,1.9444444444444444,0,2
C00125,24,21417.88,892.4116666666667,2316.15,4,2.25,0,2
C00126,21,23286.36,1108.8742857142856,5467.99,7,2.380952380952381,0,2
C00127,19,28380.98,1493.7357894736842,5235.6,4,2.526315789473684,0,2
C00128,20,36509.81,1825.4904999999999,8270.3,4,2.25,0,2
C00129,29,56519.39,1948.9444827586208,8073.77,4,2.310344827586207,0,2
C00130,17,29164.34,1715.5494117647058,4523.14,1,1.8823529411764706,0,3
C00131,17,25444.6,1496.7411764705882,5538.24,1,2.176470588235294,0,1
C00132,12,26584.440000000002,2215.3700000000003,5690.1,0,1.6666666666666667,0,1
C00133,20,16586.47,829.3235000000001,2813.71,4,2.2,0,1
C00134,25,69951.01,2798.0404,5787.4,7,2.32,0,16
C00135,20,31717.91,1585.8955,7876.39,3,2.2,0,2
C00136,27,35400.18,1311.1177777777777,10532.37,2,1.9259259259259258,1,2
C00137,32,83957.49,2623.6715625,5743.84,6,2.40625,0,15
C00138,25,133217.91999999998,5328.716799999999,28054.07,8,2.8,5,5
C00139,24,31544.29,1314.3454166666668,5393.06,4,2.125,0,2
C00140,17,26393.170000000002,1552.539411764706,3630.57,4,2.764705882352941,0,1
C00141,16,35133.64,2195.8525,8051.17,0,1.6875,0,1
C00142,21,35071.74,1670.082857142857,7874.0,4,2.238095238095238,0,2
C00143,16,21482.02,1342.62625,5806.82,5,2.375,0,1
C00144,19,26821.69,1411.667894736842,5539.28,2,1.894736842105263,0,2
C00145,22,40387.15,1835.7795454545455,9896.87,3,2.5,0,2
C00146,23,46488.51,2021.2395652173914,14052.95,1,2.0869565217391304,1,1
C00147,15,25969.61,1731.3073333333334,6641.08,4,1.9333333333333333,0,2
C00148,16,15591.710000000001,974.4818750000001,2416.36,3,1.875,0,1
C00149,16,16146.36,1009.1475,4501.59,1,2.0625,0,1
C00150,20,21473.66,1073.683,3282.7,4,2.25,0,2
C00151,20,19511.11,975.5555,2784.17,4,2.4,0,1
C00152,15,10862.34,724.1560000000001,2714.99,1,1.7333333333333334,0,1
C00153,27,43556.23,1613.193703703704,14156.81,5,2.2962962962962963,1,2
C00154,22,22436.01,1019.8186363636363,3744.6,2,1.8636363636363635,0,2
C00155,14,27996.2,1999.7285714285715,5054.76,3,2.142857142857143,0,2
C00156,37,94245.18000000001,2547.1670270270274,6132.88,8,2.3783783783783785,0,15
C00157,15,17287.38,1152.492,4581.02,1,1.7333333333333334,0,1
C00158,16,25189.41,1574.338125,7068.95,2,2.375,0,2
C00159,27,33556.38,1242.8288888888887,5863.96,5,2.3333333333333335,0,2
C00160,24,51206.25,2133.59375,24477.06,2,1.75,1,2
C00161,19,39677.25,2088.2763157894738,7420.15,5,2.3157894736842106,0,2
C00162,19,29007.22,1526.6957894736843,7433.05,1,2.1052631578947367,0,2
C00163,13,19885.05,1529.6192307692306,6756.76,3,2.3846153846153846,0,2
C00164,18,23186.86,1288.158888888889,6637.81,5,2.388888888888889,0,2
C00165,20,38705.97,1935.2985,10286.35,2,2.0,1,1
C00166,20,17654.47,882.7235000000001,6039.55,4,2.4,0,3
C00167,24,43163.81,1798.4920833333333,23958.87,6,2.1666666666666665,1,2
C00168,21,158044.43,7525.925238095238,39917.11,6,2.6666666666666665,5,5
C00169,28,48973.73,1749.0617857142859,5003.82,4,2.0,0,2
C00170,18,11630.630000000001,646.1461111111112,1651.16,0,1.6111111111111112,0,2
C00171,18,31753.24,1764.068888888889,6723.54,2,2.111111111111111,0,1
C00172,14,17611.11,1257.9364285714287,3577.65,0,1.7142857142857142,0,2
C00173,24,89755.9,3739.8291666666664,9793.99,4,2.2083333333333335,0,8
C00174,20,34555.770000000004,1727.7885,6720.54,1,2.05,0,2
C00175,17,23056.13,1356.2429411764706,3519.11,2,2.0,0,2
C00176,29,116362.4,4012.4965517241376,18307.42,6,2.3448275862068964,1,8
C00177,19,25368.56,1335.1873684210527,4512.45,7,2.526315789473684,0,2
C00178,17,18450.75,1085.3382352941176,7882.79,4,2.5294117647058822,0,2
C00179,23,30319.82,1318.253043478261,7275.74,1,2.217391304347826,0,2
C00180,27,56932.43,2108.6085185185184,10905.85,5,2.5555555555555554,1,2
C00181,20,27774.45,1388.7225,4339.66,2,2.05,0,2
C00182,16,31800.9,1987.55625,10105.35,2,2.0,1,1
C00183,25,40862.79,1634.5116,8493.26,2,1.96,0,2
C00184,19,20153.15,1060.692105263158,4366.38,6,2.3157894736842106,0,1
C00185,17,21152.449999999997,1244.2617647058821,4571.32,1,2.0588235294117645,0,2
C00186,24,71251.98,2968.8325,16153.98,5,2.375,3,2
C00187,26,42755.4,1644.4384615384615,9407.39,6,2.576923076923077,0,2
C00188,22,48523.6,2205.6181818181817,14411.41,4,2.3181818181818183,1,1
C00189,21,29782.64,1418.2209523809524,11517.47,3,2.238095238095238,1,3
C00190,21,25300.11,1204.767142857143,9793.09,6,2.380952380952381,0,1
C00191,30,43798.7,1459.9566666666665,5916.12,7,2.2666666666666666,0,2
C00192,20,19248.14,962.4069999999999,3101.94,4,2.0,0,2
C00193,24,32023.99,1334.3329166666667,9507.95,3,2.25,0,2
C00194,12,8689.06,724.0883333333333,3167.07,0,2.3333333333333335,0,2
C00195,20,26506.870000000003,1325.3435000000002,2711.21,2,2.15,0,1
C00196,22,33585.71,1526.6231818181818,8804.02,6,2.5454545454545454,0,1
C00197,32,116317.93000000001,3634.9353125000002,12298.61,7,2.4375,1,8
C00198,13,19433.36,1494.8738461538462,4815.28,3,2.769230769230769,0,1
C00199,17,27593.23,1623.1311764705881,7153.2,5,2.2941176470588234,0,1
C00200,25,40758.49,1630.3396,7295.5,3,1.96,0,1
C00201,18,16689.11,927.1727777777778,4420.22,3,2.3333333333333335,0,2
C00202,15,19457.31,1297.154,3505.26,2,2.3333333333333335,0,1
C00203,14,12094.119999999999,863.8657142857143,2491.25,3,2.2857142857142856,0,2
C00204,15,14800.64,986.7093333333333,2102.72,4,2.3333333333333335,0,1
C00205,18,25282.760000000002,1404.597777777778,6200.8,3,2.111111111111111,0,2
C00206,16,40846.79,2552.924375,21115.11,3,2.375,1,1
C00207,27,70448.39,2609.1996296296297,5546.38,2,2.185185185185185,0,15
C00208,22,26926.29,1223.9222727272727,3977.67,5,2.409090909090909,0,2
C00209,19,19347.84,1018.3073684210526,2726.42,3,2.0,0,1
C00210,14,15023.22,1073.087142857143,2775.33,7,3.357142857142857,0,1
C00211,16,27701.6,1731.35,6741.53,1,2.0625,0,1
C00212,18,21295.69,1183.0938888888888,3262.38,2,1.7777777777777777,0,1
C00213,28,24917.48,889.91,3855.19,3,2.2857142857142856,0,2
C00214,21,44110.479999999996,2100.4990476190474,17836.05,3,2.238095238095238,1,2
C00215,24,32907.87,1371.16125,7975.71,6,2.2083333333333335,0,2
C00216,21,41181.89,1961.0423809523809,16924.25,2,2.238095238095238,1,3
C00217,27,31020.89,1148.921851851852,4013.75,7,2.4814814814814814,0,1
C00218,28,28843.15,1030.1125,3362.38,5,2.3214285714285716,0,3
C00219,9,9992.32,1110.2577777777778,2339.22,1,2.111111111111111,0,1
C00220,23,36254.64,1576.2886956521738,8227.81,3,2.3043478260869565,0,2
C00221,14,15663.86,1118.847142857143,3532.77,2,2.142857142857143,0,2
C00222,26,36839.55,1416.9057692307692,6535.39,2,1.9615384615384615,0,2
C00223,18,36117.47,2006.5261111111113,8466.58,2,2.1666666666666665,0,2
C00224,19,26907.96,1416.2084210526316,5636.76,1,1.9473684210526316,0,1
C00225,24,26731.98,1113.8325,3006.88,5,2.3333333333333335,0,2
C00226,24,34129.81,1422.0754166666666,12173.04,2,1.75,1,2
C00227,19,16564.89,871.8363157894737,3082.59,7,3.0,0,1
C00228,18,25867.43,1437.0794444444446,5867.43,3,2.5,0,1
C00229,21,29037.010000000002,1382.714761904762,8878.09,3,2.238095238095238,0,3
C00230,22,21552.21,979.6459090909091,7005.35,1,1.9090909090909092,0,2
C00231,17,17429.8,1025.2823529411764,6485.9,5,2.3529411764705883,0,2
C00232,18,21686.1,1204.7833333333333,4179.17,3,2.1666666666666665,0,2
C00233,26,32818.43,1262.2473076923077,4526.03,2,1.7692307692307692,0,2
C00234,24,43923.35,1830.1395833333333,14505.78,2,2.0416666666666665,1,2
C00235,25,22457.85,898.314,3484.26,6,2.16,0,2
C00236,19,22656.16,1192.4294736842105,4185.66,5,2.736842105263158,0,2
C00237,20,32333.4,1616.67,7238.71,3,2.3,0,1
C00238,25,31262.5,1250.5,4052.55,6,2.24,0,3
C00239,24,39394.94,1641.4558333333334,8834.81,3,2.125,0,2
C00240,24,21829.56,909.565,4979.09,4,2.375,0,2
C00241,31,32751.21,1056.4906451612903,3802.76,3,2.0,0,2
C00242,17,26657.79,1568.1052941176472,6875.86,2,2.0,0,1
C00243,21,31370.34,1493.8257142857142,7358.24,5,2.6666666666666665,0,2
C00244,18,143692.45,7982.913888888889,38896.71,6,2.5555555555555554,5,6
C00245,23,39503.659999999996,1717.5504347826086,8664.58,3,1.9565217391304348,0,2
C00246,24,41314.42,1721.4341666666667,13400.48,4,2.2083333333333335,1,2
C00247,20,41011.8,2050.59,5856.41,5,2.5,0,2
C00248,14,22070.149999999998,1576.4392857142855,8328.15,1,1.8571428571428572,0,2
C00249,28,23930.25,854.6517857142857,5766.19,1,1.4642857142857142,0,2
C00250,19,49952.78,2629.093684210526,13079.12,3,2.1052631578947367,1,2
C00251,24,30568.56,1273.69,3258.13,1,2.2916666666666665,0,1
C00252,20,35247.18,1762.359,7793.56,3,2.0,0,2
C00253,29,54048.590000000004,1863.7444827586207,16090.03,7,2.586206896551724,1,1
C00254,17,29725.829999999998,1748.5782352941176,10678.13,2,2.0588235294117645,1,2
C00255,25,36442.24,1457.6896,4323.73,3,1.92,0,1
C00256,12,17602.13,1466.8441666666668,3457.96,2,2.3333333333333335,0,1
C00257,22,37575.6,1707.9818181818182,7072.27,1,2.0454545454545454,0,1
C00258,14,10914.09,779.5778571428572,2570.73,2,2.142857142857143,0,2
C00259,20,27576.08,1378.804,5520.52,1,1.75,0,2
C00260,20,33692.16,1684.6080000000002,6301.75,1,1.85,0,1
C00261,23,31032.22,1349.226956521739,7104.27,3,2.0,0,2
C00262,19,46993.91,2473.3636842105266,13439.26,4,2.3684210526315788,1,2
C00263,40,102715.76,2567.894,7642.57,5,2.125,0,15
C00264,24,34370.25,1432.09375,4972.8,3,2.125,0,2
C00265,16,23312.8,1457.05,6230.38,2,2.125,0,2
C00266,25,35603.46,1424.1384,7194.66,5,2.4,0,2
C00267,26,43412.37,1669.7065384615385,10106.42,5,2.3076923076923075,1,2
C00268,23,40008.15,1739.4847826086957,5908.12,4,2.4782608695652173,0,2
C00269,31,33314.659999999996,1074.666451612903,5607.47,4,1.903225806451613,0,2
C00270,12,18082.05,1506.8374999999999,5857.42,2,2.0,0,2
C00271,23,27175.4,1181.5391304347827,6624.8,4,2.130434782608696,0,2
C00272,16,24406.43,1525.401875,9507.2,3,2.4375,0,2
C00273,22,31950.660000000003,1452.3027272727275,9799.7,6,2.5,0,2
C00274,15,31048.11,2069.8740000000003,6334.96,0,2.0,0,3
C00275,19,79298.58,4173.609473684211,58241.39,3,2.1052631578947367,1,2
C00276,18,25373.85,1409.6583333333333,4672.47,3,2.2777777777777777,0,2
C00277,16,14519.68,907.48,3061.13,5,2.5625,0,1
C00278,21,39676.34,1889.3495238095236,6431.76,2,1.8571428571428572,0,2
C00279,20,18901.98,945.0989999999999,4158.82,4,2.4,0,2
C00280,20,28400.19,1420.0095,8982.96,7,2.85,0,2
C00281,17,26548.32,1561.6658823529413,4711.84,2,1.9411764705882353,0,2
C00282,23,29945.06,1301.9591304347828,5372.85,3,2.4347826086956523,0,2
C00283,16,18552.56,1159.535,4065.13,4,2.25,0,1
C00284,20,30377.559999999998,1518.878,4770.03,1,2.0,0,2
C00285,26,47793.39,1838.2073076923077,13768.55,4,2.269230769230769,1,2
C00286,20,28584.46,1429.223,5042.75,3,2.05,0,2
C00287,19,18461.22,971.6431578947369,2477.76,1,1.894736842105263,0,1
C00288,20,25551.13,1277.5565000000001,3946.99,6,2.95,0,1
C00289,21,22704.22,1081.1533333333334,3268.77,2,2.0476190476190474,0,2
C00290,15,20262.760000000002,1350.8506666666667,6554.99,3,2.533333333333333,0,1
C00291,21,26710.03,1271.9061904761904,9823.01,4,2.5714285714285716,0,2
C00292,21,21029.16,1001.3885714285714,3974.6,2,2.380952380952381,0,1
C00293,18,25640.08,1424.448888888889,3794.56,1,1.5555555555555556,0,3
C00294,19,23769.71,1251.0373684210526,6299.68,1,1.631578947368421,0,1
C00295,16,21470.1,1341.88125,5189.71,1,1.875,0,2
C00296,11,16241.220000000001,1476.4745454545455,4566.55,1,2.090909090909091,0,1
C00297,24,46894.69,1953.9454166666667,12906.11,1,2.0,1,2
C00298,26,18477.54,710.6746153846154,1797.02,0,1.8461538461538463,0,3
C00299,22,46710.71,2123.214090909091,16240.83,3,2.1363636363636362,1,1
C00300,23,25236.31,1097.2308695652175,2984.0,3,2.3043478260869565,0,2
