customer_id,age,gender,region,employment_type,education_level,marital_status,credit_score,signup_date,credit_score_was_invalid,annual_income,monthly_debt_payment,loan_amount,loan_term_months,existing_loans_count,account_open_date,income_was_invalid,debt_to_income,claim_count,total_claim_amount,avg_claim_amount,approved_claim_count,rejected_claim_count,has_high_value_claim,risk_score,risk_category,default_flag
110977,43.0,Female,Northern Ireland,Employed,High School,Single,538.0,2019-10-10,False,90582.73,651.35,6921.86,24,1,2025-08-21,False,0.086,1.0,707.3,707.3,0.0,0.0,0,34.65,Medium,0
114957,51.0,Other,Yorkshire and the Humber,Employed,High School,Married,850.0,2019-01-26,False,36487.56,1400.62,22664.56,36,0,2022-02-19,False,0.461,0.0,0.0,0.0,0.0,0.0,0,15.28,Low,0
115881,54.0,Female,Wales,Employed,High School,Married,790.0,2022-04-09,False,17374.71,1509.08,3211.08,12,1,2026-01-14,False,1.042,0.0,0.0,0.0,0.0,0.0,0,33.11,Medium,1
114050,40.0,Male,East of England,Retired,Vocational,Married,658.0,2024-01-09,False,42811.52,1150.12,16078.06,180,2,2021-02-19,False,0.322,0.0,0.0,0.0,0.0,0.0,0,27.26,Low,0
111973,53.0,Female,South East,Retired,Undergraduate,Single,639.0,2023-10-11,False,33844.57,453.34,12454.75,84,1,2024-07-15,False,0.161,1.0,1874.34,1874.34,1.0,0.0,0,30.68,Low,0
119214,42.0,Male,South West,Employed,Undergraduate,Married,826.0,2018-12-22,False,28065.73,1218.67,3123.57,120,3,2023-02-17,False,0.521,1.0,2727.57,2727.57,0.0,1.0,0,24.58,Low,0
106253,40.0,Female,North East,Employed,Vocational,Married,610.0,2026-03-20,False,37294.75,992.39,2455.84,180,0,2022-12-13,False,0.319,0.0,0.0,0.0,0.0,0.0,0,29.18,Low,0
113424,30.0,Female,South West,Employed,Postgraduate,Divorced,751.0,2023-04-14,False,21475.54,557.91,4699.21,180,1,2022-12-28,False,0.312,2.0,6209.86,3104.93,1.0,1.0,0,30.87,Low,0
102090,44.0,Male,East Midlands,Employed,Undergraduate,Married,604.0,2020-10-06,False,37367.19,1176.34,10818.06,300,0,2021-03-03,False,0.378,0.0,0.0,0.0,0.0,0.0,0,31.09,Low,0
105702,45.0,Female,North East,Employed,High School,Single,701.0,2022-01-02,False,26852.26,517.25,14017.5,84,2,2025-07-21,False,0.231,0.0,0.0,0.0,0.0,0.0,0,20.36,Low,0
103894,40.0,Female,Scotland,Employed,High School,Single,751.0,2026-03-27,False,34263.57,481.66,11651.86,180,1,2025-08-19,False,0.169,3.0,3907.5,1302.5,2.0,0.0,0,33.36,Medium,0
111793,43.0,Female,London,Student,Undergraduate,Single,646.0,2018-05-24,False,15884.56,189.82,6799.73,12,3,2021-07-29,False,0.143,1.0,3479.22,3479.22,1.0,0.0,0,33.47,Medium,0
114426,61.0,Female,London,Retired,Undergraduate,Divorced,653.0,2021-04-28,False,37453.0,1152.61,11815.22,180,0,2020-11-06,False,0.369,0.0,0.0,0.0,0.0,0.0,0,28.8,Low,1
104744,34.0,Male,Scotland,Unemployed,Undergraduate,Married,674.0,2018-09-12,False,36954.04,1018.97,8577.51,120,0,2022-05-15,False,0.331,0.0,0.0,0.0,0.0,0.0,0,36.07,Medium,1
103248,53.0,Male,Yorkshire and the Humber,Employed,Undergraduate,Married,756.0,2026-05-18,False,15863.57,724.78,7830.24,60,2,2018-09-11,False,0.548,1.0,1945.32,1945.32,0.0,0.0,0,30.35,Low,0
107231,42.0,Female,North West,Self-Employed,Vocational,Single,638.0,2021-07-07,False,155238.99839997917,97.3,6740.37,24,3,2019-01-25,False,0.008,0.0,0.0,0.0,0.0,0.0,0,23.12,Low,0
107558,36.0,Male,Yorkshire and the Humber,Employed,Vocational,Single,606.0,2024-06-06,False,19491.51,1246.28,12232.28,120,0,2021-07-19,False,0.767,1.0,732.92,732.92,0.0,1.0,0,46.73,High,0
108619,33.0,Male,London,Self-Employed,Postgraduate,Married,811.0,2025-02-25,False,39317.58,917.96,18822.67,36,0,2025-01-17,False,0.28,0.0,0.0,0.0,0.0,0.0,0,17.34,Low,0
117505,52.0,Female,West Midlands,Self-Employed,Undergraduate,Single,649.0,2018-03-21,False,19549.34,1337.79,14648.44,300,2,2024-10-18,False,0.821,0.0,0.0,0.0,0.0,0.0,0,42.64,Medium,0
114237,33.0,Male,North West,Retired,Postgraduate,Married,796.0,2025-11-29,False,47550.56,628.92,18329.96,48,2,2020-11-30,False,0.159,3.0,13763.01,4587.67,1.0,2.0,1,31.33,Medium,0
106803,50.0,Male,London,Employed,Vocational,Single,754.0,2024-07-10,False,32065.62,523.28,4131.41,48,0,2026-07-15,False,0.196,0.0,0.0,0.0,0.0,0.0,0,15.63,Low,0
120181,36.0,Female,South West,Employed,Undergraduate,Single,737.0,2023-03-09,False,29058.96,115.37,10501.74,12,2,2022-11-14,False,0.048,0.0,0.0,0.0,0.0,0.0,0,13.17,Low,0
109276,37.0,Female,South East,Employed,Undergraduate,Married,715.0,2025-03-29,False,37146.21,448.26,6069.76,48,1,2026-03-21,False,0.145,1.0,2207.0,2207.0,0.0,0.0,0,23.25,Low,0
110030,46.0,Male,Scotland,Retired,Undergraduate,Married,649.0,2024-04-15,True,25140.69,219.42,18106.56,300,2,2021-12-26,False,0.105,1.0,811.58,811.58,0.0,0.0,0,28.55,Low,0
105518,39.0,Male,Yorkshire and the Humber,Employed,High School,Married,649.0,2021-02-04,True,31841.96,287.28,33690.9,180,0,2024-09-10,False,0.108,1.0,1642.99,1642.99,0.0,0.0,0,27.13,Low,0
120105,66.0,Male,East of England,Unemployed,Undergraduate,Married,468.0,2024-06-01,False,11935.87,961.93,6487.2,84,2,2023-01-11,False,0.967,1.0,3937.55,3937.55,1.0,0.0,0,73.02,High,1
103100,33.0,Male,London,Employed,High School,Married,551.0,2025-02-13,False,26358.15,869.16,18778.16,48,1,2022-04-06,False,0.396,0.0,0.0,0.0,0.0,0.0,0,35.4,Medium,0
106141,49.0,Male,North East,Employed,Vocational,Divorced,719.0,2021-03-24,False,39638.69,624.37,6138.57,84,2,2018-01-11,False,0.189,1.0,1368.91,1368.91,1.0,0.0,0,24.06,Low,0
106846,64.0,Other,South East,Employed,Unknown,Married,600.0,2019-08-08,False,46539.73,763.2,7034.51,240,0,2018-11-01,False,0.197,4.0,7676.47,1919.1175,2.0,1.0,0,46.86,High,1
107172,25.0,Male,Northern Ireland,Employed,Postgraduate,Married,627.0,2026-06-08,False,35430.96,400.94,20451.82,240,0,2022-08-24,False,0.136,0.0,0.0,0.0,0.0,0.0,0,23.37,Low,0
103572,45.0,Female,London,Unemployed,Postgraduate,Single,692.0,2019-08-25,False,19965.27,1052.08,5833.01,240,0,2023-05-26,False,0.632,0.0,0.0,0.0,0.0,0.0,0,42.29,Medium,0
115342,41.0,Female,London,Employed,High School,Single,733.0,2023-01-06,False,23756.15,719.5,11473.68,180,0,2018-09-15,False,0.363,0.0,0.0,0.0,0.0,0.0,0,21.33,Low,0
101962,37.0,Female,East of England,Employed,Vocational,Married,619.0,2019-11-27,False,19315.2,164.35,17283.98,48,0,2019-08-19,False,0.102,1.0,1946.26,1946.26,0.0,1.0,0,29.16,Low,0
116696,56.0,Female,London,Employed,Undergraduate,Single,715.0,2019-04-23,False,18102.22,407.36,13967.96,36,2,2018-03-01,False,0.27,0.0,0.0,0.0,0.0,0.0,0,20.32,Low,0
118374,34.0,Female,West Midlands,Self-Employed,High School,Married,629.0,2022-07-13,False,16095.24,539.06,11440.05,60,3,2021-06-28,False,0.402,1.0,2053.79,2053.79,1.0,0.0,0,39.68,Medium,1
115495,46.0,Male,London,Retired,High School,Single,668.0,2023-04-10,False,80095.09,1164.58,11229.7,180,1,2022-01-22,False,0.174,0.0,0.0,0.0,0.0,0.0,0,22.84,Low,0
108350,61.0,Female,Northern Ireland,Retired,High School,Widowed,491.0,2019-03-09,False,16028.42,489.27,8945.9,84,3,2020-11-24,False,0.366,0.0,0.0,0.0,0.0,0.0,0,40.51,Medium,1
106316,39.0,Female,North West,Employed,Postgraduate,Single,563.0,2019-09-26,False,17757.07,828.34,19630.66,60,1,2025-03-10,False,0.56,2.0,1261.58,630.79,0.0,1.0,0,50.74,High,0
109652,52.0,Female,London,Employed,Undergraduate,Single,685.0,2023-11-13,False,59017.99,611.97,16783.76,84,0,2020-03-24,False,0.124,0.0,0.0,0.0,0.0,0.0,0,18.85,Low,0
102195,41.0,Male,Unknown,Unknown,High School,Unknown,723.0,2024-07-11,False,141728.01,532.6,13874.57,120,0,2026-03-28,False,0.045,2.0,16419.75,8209.875,2.0,0.0,1,29.98,Low,0
112189,20.0,Female,London,Employed,High School,Married,649.0,2018-04-04,True,43280.48,355.34,12697.38,12,0,2021-01-07,False,0.099,2.0,5215.44,2607.72,1.0,1.0,0,32.96,Medium,0
112250,41.0,Female,East of England,Unemployed,Unknown,Divorced,664.0,2026-02-16,False,21426.99,580.14,9084.61,48,2,2019-09-04,False,0.325,2.0,4925.96,2462.98,2.0,0.0,0,48.77,High,0
106164,36.0,Male,North West,Self-Employed,Vocational,Single,643.0,2025-06-27,False,52772.75,239.76,8083.67,84,1,2024-03-28,False,0.055,0.0,0.0,0.0,0.0,0.0,0,23.93,Low,0
100482,39.0,Male,West Midlands,Unemployed,Undergraduate,Single,779.0,2019-05-03,False,26355.15,576.87,31796.83,120,2,2025-09-15,False,0.263,0.0,0.0,0.0,0.0,0.0,0,26.74,Low,0
113644,18.0,Female,North East,Employed,Vocational,Married,776.0,2024-11-11,False,20521.13,820.3,3049.47,48,1,2018-11-17,False,0.48,0.0,0.0,0.0,0.0,0.0,0,21.13,Low,0
118359,49.0,Male,Northern Ireland,Self-Employed,Undergraduate,Divorced,725.0,2018-06-10,False,11919.46,786.42,9022.12,84,2,2018-02-15,False,0.792,2.0,2954.37,1477.185,1.0,0.0,0,48.51,High,0
106483,47.0,Male,London,Retired,Unknown,Married,573.0,2018-11-08,False,19547.71,64.74,12825.22,120,1,2023-03-01,False,0.04,0.0,0.0,0.0,0.0,0.0,0,26.4,Low,0
114714,23.0,Female,Wales,Employed,Postgraduate,Married,754.0,2021-06-14,False,17838.88,0.0,21183.9,180,2,2026-04-22,False,0.0,2.0,1722.53,861.265,2.0,0.0,0,22.85,Low,0
112988,55.0,Female,London,Unemployed,Unknown,Single,498.0,2019-04-06,False,37598.33,582.09,16131.53,60,0,2023-07-19,False,0.186,0.0,0.0,0.0,0.0,0.0,0,45.25,High,0
116855,43.0,Male,South West,Employed,High School,Divorced,787.0,2019-02-26,False,46918.66,1305.37,4652.43,84,1,2020-10-27,False,0.334,0.0,0.0,0.0,0.0,0.0,0,16.68,Low,0
119499,42.0,Male,East of England,Unemployed,Undergraduate,Divorced,630.0,2021-12-29,False,92409.36,679.63,10933.02,24,2,2023-01-14,False,0.088,0.0,0.0,0.0,0.0,0.0,0,33.2,Medium,0
104110,19.0,Male,South West,Retired,Undergraduate,Married,737.0,2018-10-21,False,20304.64,769.38,14063.27,180,2,2021-07-31,False,0.455,4.0,6131.15,1532.7875,2.0,2.0,0,44.84,High,0
113876,39.0,Male,West Midlands,Student,High School,Married,639.0,2018-05-01,False,66263.09,628.22,5052.81,300,1,2022-07-06,False,0.114,2.0,1683.1100000000001,841.5550000000001,1.0,1.0,0,39.32,Medium,0
102534,40.0,Female,Wales,Self-Employed,High School,Single,676.0,2019-07-16,False,47678.91,842.66,13249.81,300,0,2020-09-06,False,0.212,0.0,0.0,0.0,0.0,0.0,0,25.45,Low,1
112969,65.0,Male,East of England,Employed,Undergraduate,Single,674.0,2019-07-13,False,20647.6,752.19,10327.68,300,1,2023-06-26,False,0.437,1.0,959.57,959.57,0.0,0.0,0,33.54,Medium,0
104410,45.0,Female,London,Employed,High School,Single,770.0,2025-12-18,False,32259.87,383.75,6104.42,300,1,2025-08-04,False,0.143,0.0,0.0,0.0,0.0,0.0,0,13.14,Low,0
109405,46.0,Female,London,Retired,Postgraduate,Married,667.0,2022-05-23,False,18700.75,286.02,5467.56,120,1,2020-12-18,False,0.184,0.0,0.0,0.0,0.0,0.0,0,23.16,Low,0
119926,46.0,Female,South West,Employed,Unknown,Single,742.0,2025-07-27,False,30946.63,295.75,8051.18,300,0,2022-11-22,False,0.115,1.0,4614.09,4614.09,1.0,0.0,0,20.54,Low,0
117487,46.0,Female,South West,Employed,High School,Widowed,513.0,2018-07-10,False,16890.67,510.52,15708.32,120,5,2020-06-16,False,0.363,0.0,0.0,0.0,0.0,0.0,0,37.33,Medium,0
108873,65.0,Female,North West,Employed,Undergraduate,Married,401.0,2018-02-16,False,29863.745,606.88,13604.96,12,2,2018-04-22,True,0.244,1.0,1020.01,1020.01,0.0,0.0,0,48.57,High,1
112656,41.0,Female,East of England,Unemployed,Postgraduate,Married,587.0,2019-07-17,False,29863.745,996.96,5753.86,84,1,2023-01-16,True,0.401,0.0,0.0,0.0,0.0,0.0,0,44.15,High,1
114585,27.0,Male,London,Employed,Undergraduate,Married,690.0,2019-09-09,False,25357.83,520.82,6144.56,36,0,2022-10-11,False,0.246,3.0,4822.18,1607.3933333333334,2.0,1.0,0,39.72,Medium,0
114352,31.0,Female,London,Employed,Postgraduate,Divorced,571.0,2021-05-25,False,32128.51,213.82,10731.16,84,0,2026-04-07,False,0.08,0.0,0.0,0.0,0.0,0.0,0,26.04,Low,0
111783,34.0,Female,East of England,Unemployed,Unknown,Married,630.0,2020-09-11,False,33679.17,878.63,15276.38,240,0,2022-04-16,False,0.313,0.0,0.0,0.0,0.0,0.0,0,38.83,Medium,0
113477,24.0,Female,North West,Employed,High School,Single,814.0,2022-10-24,False,25169.67,0.0,20347.08,12,1,2025-03-15,False,0.0,0.0,0.0,0.0,0.0,0.0,0,6.37,Low,0
107007,36.0,Male,South West,Student,Postgraduate,Divorced,644.0,2025-03-20,False,39172.56,78.5,11468.0,48,1,2025-04-18,False,0.024,1.0,521.34,521.34,1.0,0.0,0,30.64,Low,0
119227,42.0,Male,South East,Employed,Undergraduate,Single,627.0,2023-05-14,False,62657.57,804.29,22119.5,60,0,2024-01-28,False,0.154,0.0,0.0,0.0,0.0,0.0,0,23.82,Low,0
107656,59.0,Male,Yorkshire and the Humber,Employed,High School,Married,548.0,2018-07-27,False,30745.29,850.14,16307.17,12,0,2018-08-31,False,0.332,0.0,0.0,0.0,0.0,0.0,0,34.01,Medium,0
107800,43.0,Female,Northern Ireland,Self-Employed,Postgraduate,Single,580.0,2018-03-06,False,35633.07,555.87,12763.34,300,0,2023-01-29,False,0.187,1.0,9240.11,9240.11,0.0,1.0,1,37.87,Medium,1
108703,39.0,Male,Wales,Employed,Undergraduate,Single,657.0,2021-07-07,False,36928.22,64.66,6495.05,300,1,2024-04-22,False,0.021,3.0,7115.46,2371.82,1.0,0.0,0,36.49,Medium,1
102235,45.0,Male,Scotland,Unemployed,Undergraduate,Married,765.0,2019-02-20,False,76457.25,492.45,8754.53,12,1,2023-05-10,False,0.077,2.0,869.6700000000001,434.83500000000004,2.0,0.0,0,35.23,Medium,1
113725,46.0,Male,East of England,Self-Employed,High School,Single,468.0,2024-01-02,False,23350.4,0.0,4261.66,240,0,2023-10-09,False,0.0,1.0,310.5,310.5,1.0,0.0,0,41.34,Medium,0
109665,44.0,Male,East of England,Employed,Undergraduate,Divorced,591.0,2022-12-01,False,31229.41,539.29,3659.06,84,3,2023-11-08,False,0.207,0.0,0.0,0.0,0.0,0.0,0,27.76,Low,0
109397,53.0,Female,Yorkshire and the Humber,Unemployed,Postgraduate,Divorced,622.0,2018-12-03,False,43346.63,419.97,14223.92,180,0,2019-04-14,False,0.116,0.0,0.0,0.0,0.0,0.0,0,34.48,Medium,0
107361,46.0,Female,West Midlands,Student,High School,Single,487.0,2023-11-23,False,38846.78,893.15,12868.1,24,3,2018-12-28,False,0.276,1.0,2801.73,2801.73,0.0,0.0,0,48.36,High,0
106891,36.0,Female,Northern Ireland,Retired,High School,Single,645.0,2022-11-04,False,37822.7,879.54,7326.72,300,0,2025-08-04,False,0.279,0.0,0.0,0.0,0.0,0.0,0,27.13,Low,0
104520,43.0,Male,Yorkshire and the Humber,Employed,Postgraduate,Married,676.0,2020-06-10,False,30160.99,578.62,13213.11,60,1,2025-09-21,False,0.23,0.0,0.0,0.0,0.0,0.0,0,22.15,Low,0
113460,56.0,Male,South East,Employed,Vocational,Divorced,542.0,2022-09-18,False,38911.43,30.53,6506.33,84,2,2025-10-05,False,0.009,2.0,5464.174999999999,2732.0874999999996,0.0,2.0,0,38.5,Medium,0
103226,26.0,Male,East Midlands,Self-Employed,Undergraduate,Married,594.0,2020-07-14,False,43002.15,969.53,7907.48,300,1,2020-09-26,False,0.271,0.0,0.0,0.0,0.0,0.0,0,32.89,Medium,0
112440,57.0,Male,North West,Employed,Postgraduate,Divorced,850.0,2021-05-20,False,39953.84,738.34,29088.12,120,1,2025-02-05,False,0.222,2.0,2801.84,1400.92,2.0,0.0,0,21.42,Low,0
118352,36.0,Male,East of England,Employed,Undergraduate,Married,608.0,2018-04-11,False,29863.745,667.02,7855.53,48,0,2024-03-01,True,0.268,1.0,2390.81,2390.81,0.0,0.0,0,34.11,Medium,0
104143,42.0,Male,London,Retired,High School,Married,557.0,2024-02-28,False,29863.745,550.89,21192.06,300,1,2022-10-27,True,0.221,1.0,929.91,929.91,1.0,0.0,0,38.14,Medium,0
114170,29.0,Male,West Midlands,Employed,Postgraduate,Single,649.0,2023-08-31,True,29863.745,1150.68,4387.82,240,3,2025-04-14,True,0.462,0.0,0.0,0.0,0.0,0.0,0,29.92,Low,1
109787,31.0,Male,West Midlands,Employed,High School,Single,688.0,2026-05-31,False,47664.15,333.25,24183.73,300,1,2020-04-22,False,0.084,0.0,0.0,0.0,0.0,0.0,0,17.63,Low,0
110856,53.0,Male,North West,Employed,Postgraduate,Married,630.0,2021-05-12,False,26354.46,493.19,3974.19,24,0,2026-04-16,False,0.225,2.0,5087.6900000000005,2543.8450000000003,2.0,0.0,0,37.5,Medium,0
116442,64.0,Male,North West,Self-Employed,High School,Married,693.0,2023-08-18,False,48891.12,978.75,7465.81,60,1,2019-10-26,False,0.24,0.0,0.0,0.0,0.0,0.0,0,24.92,Low,0
116847,58.0,Female,South East,Self-Employed,Undergraduate,Married,686.0,2021-03-08,False,11597.89,742.66,29727.31,84,2,2019-09-14,False,0.768,2.0,21400.8,10700.4,1.0,1.0,1,50.75,High,0
104068,29.0,Male,London,Employed,Vocational,Married,704.0,2022-03-10,False,31526.04,575.45,24621.11,24,0,2022-06-29,False,0.219,0.0,0.0,0.0,0.0,0.0,0,19.84,Low,0
103015,19.0,Male,South East,Employed,Undergraduate,Married,611.0,2019-07-06,False,42194.69,888.26,7293.17,180,1,2022-08-25,False,0.253,1.0,793.55,793.55,1.0,0.0,0,33.52,Medium,0
106814,46.0,Female,Northern Ireland,Employed,Unknown,Married,488.0,2018-03-10,False,79049.84,1176.57,8809.19,180,0,2019-07-08,False,0.179,0.0,0.0,0.0,0.0,0.0,0,34.55,Medium,0
101077,41.0,Male,Unknown,Unknown,Undergraduate,Unknown,594.0,2018-03-03,False,24579.22,1021.95,9628.4,12,1,2021-01-20,False,0.499,0.0,0.0,0.0,0.0,0.0,0,38.59,Medium,0
118197,73.0,Female,Scotland,Employed,Undergraduate,Married,547.0,2021-06-04,False,41507.83,472.9,3286.79,24,2,2020-02-17,False,0.137,0.0,0.0,0.0,0.0,0.0,0,29.21,Low,0
106332,36.0,Female,Scotland,Self-Employed,Unknown,Single,592.0,2024-09-24,False,18776.08,752.59,4750.93,48,0,2020-04-26,False,0.481,1.0,807.49,807.49,0.0,1.0,0,44.35,High,1
108174,41.0,Female,South West,Self-Employed,High School,Single,707.0,2024-10-31,False,24429.46,0.0,6700.24,60,2,2018-03-23,False,0.0,0.0,0.0,0.0,0.0,0.0,0,17.9,Low,0
119876,25.0,Male,London,Employed,Postgraduate,Single,705.0,2022-11-09,False,39211.05,279.62,15858.26,60,0,2018-05-28,False,0.086,0.0,0.0,0.0,0.0,0.0,0,16.45,Low,0
119564,49.0,Male,North East,Employed,Postgraduate,Married,649.0,2026-05-03,True,27766.13,400.69,8913.16,24,0,2019-02-18,False,0.173,3.0,5732.83,1910.9433333333334,3.0,0.0,0,40.88,Medium,0
111881,33.0,Female,South East,Student,Vocational,Divorced,671.0,2021-05-28,False,20080.64,393.0,15242.68,36,2,2022-10-11,False,0.235,4.0,7694.29,1923.5725,2.0,1.0,0,47.89,High,1
101747,47.0,Male,South East,Self-Employed,Postgraduate,Married,824.0,2018-03-11,False,41152.3,559.95,16670.45,60,2,2022-04-17,False,0.163,3.0,8433.63,2811.2099999999996,2.0,1.0,0,31.65,Medium,0
111825,52.0,Male,London,Employed,Undergraduate,Married,749.0,2024-10-27,False,42555.08,1001.82,17090.09,48,0,2021-09-05,False,0.283,1.0,4739.81,4739.81,1.0,0.0,0,24.23,Low,0
100133,62.0,Female,Wales,Self-Employed,Undergraduate,Married,521.0,2025-05-13,False,55816.89,1218.31,9085.47,300,3,2020-06-25,False,0.262,0.0,0.0,0.0,0.0,0.0,0,37.98,Medium,1
108882,52.0,Female,West Midlands,Student,Undergraduate,Divorced,585.0,2020-08-24,False,21810.72,190.12,7538.37,12,4,2018-09-26,False,0.105,0.0,0.0,0.0,0.0,0.0,0,30.9,Low,0
102174,28.0,Male,London,Self-Employed,Postgraduate,Single,599.0,2021-10-23,False,27930.94,1132.11,25694.61,180,1,2022-05-25,False,0.486,0.0,0.0,0.0,0.0,0.0,0,37.9,Medium,0
101642,20.0,Female,North West,Self-Employed,High School,Widowed,785.0,2022-03-28,False,29863.745,1327.28,4372.06,60,0,2021-09-01,True,0.533,0.0,0.0,0.0,0.0,0.0,0,25.55,Low,0
107046,21.0,Male,West Midlands,Employed,Undergraduate,Married,614.0,2019-03-19,False,72375.11,1415.3,3845.23,120,1,2022-05-16,False,0.235,0.0,0.0,0.0,0.0,0.0,0,26.79,Low,0
105885,18.0,Male,London,Employed,Postgraduate,Single,715.0,2025-01-22,False,26027.34,117.58,7133.16,24,0,2023-08-12,False,0.054,1.0,9823.13,9823.13,1.0,0.0,1,20.98,Low,0
111566,18.0,Female,West Midlands,Employed,High School,Single,735.0,2025-10-04,False,32696.29,829.73,6556.99,240,0,2019-12-30,False,0.305,0.0,0.0,0.0,0.0,0.0,0,19.74,Low,0
102425,18.0,Male,London,Employed,High School,Divorced,850.0,2018-08-04,False,21339.17,854.37,26516.24,240,0,2023-11-06,False,0.48,0.0,0.0,0.0,0.0,0.0,0,15.75,Low,0
106920,60.0,Female,North East,Unemployed,Undergraduate,Single,659.0,2023-07-04,False,30144.35,472.32,18608.7,24,1,2025-12-26,False,0.188,0.0,0.0,0.0,0.0,0.0,0,33.59,Medium,1
112376,42.0,Female,London,Employed,High School,Divorced,654.0,2023-06-20,False,37132.25,932.12,23733.01,120,1,2021-01-16,False,0.301,2.0,1325.34,662.67,2.0,0.0,0,37.65,Medium,0
119154,57.0,Female,South West,Employed,High School,Single,570.0,2019-04-08,False,51627.78,919.33,9762.28,48,1,2024-01-08,False,0.214,1.0,1131.77,1131.77,1.0,0.0,0,35.52,Medium,1
107476,50.0,Male,South West,Employed,High School,Married,582.0,2025-12-21,False,15966.95,328.88,6200.22,300,1,2019-01-06,False,0.247,0.0,0.0,0.0,0.0,0.0,0,29.42,Low,0
120363,48.0,Male,London,Employed,Postgraduate,Single,652.0,2018-01-22,False,20000.47,696.94,8051.27,48,0,2019-07-27,False,0.418,1.0,805.86,805.86,1.0,0.0,0,34.66,Medium,0
108960,18.0,Male,Scotland,Employed,Undergraduate,Divorced,652.0,2025-09-13,False,30525.15,1443.43,10032.77,36,1,2020-01-29,False,0.567,1.0,3836.86,3836.86,0.0,1.0,0,38.39,Medium,1
110375,54.0,Female,London,Self-Employed,Vocational,Single,501.0,2024-01-22,False,11435.76,868.73,5138.18,240,4,2022-07-25,False,0.912,0.0,0.0,0.0,0.0,0.0,0,55.68,High,1
101201,33.0,Female,East of England,Employed,Undergraduate,Married,625.0,2020-09-27,False,46314.02,1008.05,11240.11,84,0,2020-12-10,False,0.261,0.0,0.0,0.0,0.0,0.0,0,26.64,Low,0
