customer_id,age,gender,region,employment_type,education_level,marital_status,credit_score,signup_date
103947,18.0,M,East of England,Employed,Vocational,Married,600.0,2021-12-16
115964,48.0, Male,East Midlands,Employed,High School,Single,659.0,24/08/2022
103142,33.0,male,North West,Student,Undergraduate,Single,594.0,05/04/2025
113700,31.0,F,East Midlands,Unemployed,High School,Married,730.0,09/15/2022
117739,19.0,F,Scotland,Employed,Undergraduate,Married,495.0,2021-06-30
111753,37.0,Male,South East,Employed,High School,Widowed,805.0,23/11/2021
110746,41.0,MALE,London,Employed,High School,Married,773.0,01/25/2026
116397,52.0,female,West Midlands,Self-Employed,Postgraduate,Single,678.0,2025-01-18
105923,54.0,Female,North West,Unemployed,Postgraduate,Divorced,532.0,14-08-2023
105047,39.0,FEMALE,London,Employed,None,Divorced,793.0,25-10-2019
113166,54.0,male,London,Retired,Vocational,Single,600.0,03/07/2022
118547,45.0, Female,East of England,Employed,High School,Married,695.0,10/15/2024
112794,59.0,M,South East,Employed,Postgraduate,Single,678.0,08/23/2023
105071,33.0, Female,London,Employed,Postgraduate,Married,575.0,01/11/2020
100341,34.0,M,South West,Employed,Postgraduate,Married,694.0,2024-02-05
114914,44.0,FEMALE,North West,Employed,Postgraduate,Single,605.0,15/07/2023
115019,40.0,MALE,London,Retired,High School,Single,660.0,07/24/2020
105478,18.0,M,South East,Employed,Postgraduate,Married,670.0,2026-07-04
103776,21.0,M,London,Employed,High School,Single,546.0,16/12/2018
116815,41.0, Male,South East,Employed,High School,Married,686.0,30/01/2020
109357,42.0, Male,Yorkshire and the Humber,Self-Employed,Vocational,Single,540.0,28/02/2025
120426,36.0,Male,South East,Unemployed,Undergraduate,Married,820.0,10/27/2020
109317,25.0, Male,London,Employed,Undergraduate,Single,603.0,02/12/2019
119083,28.0,M,Yorkshire and the Humber,Employed,Postgraduate,Single,641.0,10/02/2021
112834,25.0,FEMALE,London,Self-Employed,High School,Single,778.0,09-07-2020
113655,46.0,F,South East,Employed,Undergraduate,Divorced,683.0,2023-02-15
103263,36.0,FEMALE,North West,Unemployed,High School,Married,646.0,11/15/2019
116717,43.0,MALE,London,Employed,High School,Single,622.0,12/22/2018
110534,45.0, Male,South West,Self-Employed,High School,Divorced,657.0,2025-05-17
119660,66.0,F,South West,Retired,High School,Divorced,702.0,12/11/2024
106490,24.0,MALE,London,Retired,Undergraduate,Married,643.0,2021-11-08
104505,45.0,male,North West,Self-Employed,None,Single,533.0,12/16/2019
102084,53.0,FEMALE,North East,Employed,Vocational,Married,585.0,2018-07-19
117574,25.0,Male,South East,Employed,None,Single,-704.0,14-02-2019
102859,48.0, Male,Yorkshire and the Humber,Employed,High School,Married,478.0,29-07-2018
100640,42.0,Other,East Midlands,Retired,Vocational,Married,636.0,19/04/2022
116252,49.0, Female,Wales,Employed,Undergraduate,Married,469.0,2023-08-10
103733,36.0,MALE,East of England,Employed,Postgraduate,Married,616.0,24/09/2025
119205,39.0, Male,London,Employed,Undergraduate,Single,680.0,16-07-2022
108292,25.0,F,London,Employed,Undergraduate,Single,421.0,15-09-2022
118004,56.0,male,Wales,Employed,Postgraduate,Married,548.0,08/31/2020
105503,34.0,female,London,Self-Employed,Vocational,Married,583.0,06/29/2023
119335,42.0,O,Scotland,Self-Employed,Vocational,Married,727.0,04-06-2026
108914,52.0,male,Northern Ireland,Employed,Undergraduate,Single,635.0,19/04/2021
116574,30.0,Female,West Midlands,Employed,High School,Divorced,728.0,2019-03-03
103286,68.0, Female,London,Unemployed,High School,Single,607.0,19-09-2021
102885,65.0,Male,Scotland,Employed,High School,Single,635.0,13-02-2024
103609,26.0, Male,East of England,Employed,Undergraduate,Single,493.0,04/08/2024
110300,21.0,F,London,Employed,Undergraduate,Married,612.0,10/12/2021
109620,52.0,male,West Midlands,Unemployed,Vocational,Married,712.0,07/10/2024
102605,42.0,MALE,South East,Employed,Undergraduate,Single,552.0,01/12/2025
113698,26.0,MALE,North East,Student,High School,Widowed,473.0,31/07/2024
108056,56.0,male,Wales,Employed,High School,Married,640.0,25/08/2023
111449,29.0, Female,South West,Self-Employed,High School,Married,735.0,2023-01-28
110687,39.0, Male,London,Self-Employed,Undergraduate,Single,711.0,14/10/2022
114814,51.0,FEMALE,Yorkshire and the Humber,Employed,Undergraduate,Married,507.0,2018-11-15
118666,40.0, Female,South West,Employed,High School,Married,593.0,21/06/2024
106298,41.0,male,East Midlands,Retired,Postgraduate,Married,-717.0,23-08-2021
108773,41.0,FEMALE,South East,Employed,Undergraduate,Married,662.0,09/07/2021
108045,42.0,male,Scotland,Retired,Postgraduate,Married,721.0,05-12-2025
106798,43.0,Male,London,Unemployed,Undergraduate,Single,716.0,29/03/2026
118534,36.0,F,London,Self-Employed,High School,Single,660.0,05-04-2026
102812,63.0,other,North West,Employed,High School,Single,641.0,29/07/2025
107882,60.0,female,London,Employed,Undergraduate,Married,689.0,04/18/2023
101297,52.0,female,Northern Ireland,Employed,Undergraduate,Single,447.0,29-01-2022
105115,53.0,M,South West,Employed,Undergraduate,Single,542.0,05/08/2022
109618,32.0,female,East of England,Employed,Undergraduate,Divorced,728.0,07/12/2025
115994,46.0,FEMALE,South West,Employed,Undergraduate,Married,663.0,2020-01-01
103189,52.0,male,East of England,Employed,Undergraduate,Married,656.0,2026-02-15
109293,68.0,female,North West,Unemployed,High School,Married,582.0,09/25/2020
113887,43.0, Female,North East,Employed,Postgraduate,Single,1507.0,2021-10-24
118409,50.0,male,South East,Employed,Postgraduate,Single,,22/06/2022
112074,51.0,FEMALE,Scotland,Self-Employed,High School,Married,598.0,01/16/2025
108442,43.0,F,Wales,Employed,High School,Married,820.0,08/28/2020
110528,49.0,Male,Northern Ireland,Self-Employed,None,Married,580.0,2021-03-10
101768,49.0,M,South East,Employed,Undergraduate,Divorced,576.0,06/26/2026
118417,64.0,FEMALE,South East,Retired,Postgraduate,Divorced,556.0,2024-10-31
103509,57.0,F,North East,Self-Employed,Postgraduate,Single,-654.0,11/21/2022
105770,32.0,F,North West,Employed,High School,Single,1649.0,01/29/2018
114856,36.0,FEMALE,West Midlands,Employed,Undergraduate,Single,521.0,23-10-2024
118349,59.0,MALE,East of England,Employed,Postgraduate,Single,663.0,01/04/2025
117604,39.0,FEMALE,Wales,Employed,Vocational,Single,542.0,13-10-2018
116283,50.0,Female,South East,Self-Employed,Postgraduate,Single,541.0,07/24/2023
109737,38.0,FEMALE,London,Unemployed,Vocational,Single,646.0,15/12/2018
108383,27.0,Female,North East,Self-Employed,Vocational,Married,599.0,24-01-2025
108673,32.0,M,South West,Self-Employed,Vocational,Married,,16/04/2023
105711,, Female,,,None,,619.0,10/09/2025
105163,42.0, Male,South East,Employed,Postgraduate,Married,694.0,26/04/2020
104556,54.0,Male,West Midlands,Employed,Undergraduate,Married,620.0,18/07/2022
103974,53.0, Male,London,Unemployed,Postgraduate,Married,650.0,29/11/2025
103350,56.0,Female,South West,Employed,Undergraduate,Single,636.0,15-04-2023
105960,50.0,female,East of England,Self-Employed,Postgraduate,Married,677.0,2019-01-13
104325,26.0,Male,South East,Employed,Undergraduate,Single,700.0,2026-06-19
115079,32.0,Female,East Midlands,Retired,Postgraduate,Divorced,631.0,11-05-2023
107763,39.0,FEMALE,Wales,Retired,High School,Married,603.0,28/12/2019
100408,,M,,,Vocational,,-730.0,21/07/2019
111647,38.0,MALE,North East,Retired,Postgraduate,Married,518.0,2019-03-06
107303,33.0, Female,South West,Employed,High School,Single,565.0,03/01/2024
118170,52.0,M,South East,Unemployed,None,Single,629.0,17-02-2025
116814,18.0,female,Yorkshire and the Humber,Employed,Undergraduate,Single,691.0,11/17/2020
101355,30.0,FEMALE,South West,Self-Employed,High School,Single,787.0,15-08-2023
113271,54.0,Female,Northern Ireland,Employed,High School,Divorced,681.0,24-06-2026
101978,39.0,Female,London,Employed,Undergraduate,Single,628.0,2021-03-28
100563,44.0,Female,South West,Retired,Undergraduate,Single,582.0,02-04-2020
103926,45.0, Female,Wales,Retired,Postgraduate,Married,698.0,05/23/2023
114515,56.0,male,West Midlands,Student,High School,Single,743.0,25-06-2025
106847,29.0,male,Northern Ireland,Employed,Vocational,Married,0.0,26-01-2020
114844,18.0,Female,East of England,Employed,Undergraduate,Widowed,691.0,2022-09-27
102950,40.0, Female,North West,Retired,High School,Divorced,422.0,2024-07-21
119661,46.0,female,London,Student,Undergraduate,Married,603.0,11/21/2023
104982,61.0,male,London,Employed,High School,Divorced,695.0,17-04-2026
115184,46.0, Female,North East,Retired,High School,Married,667.0,21-04-2020
109194,30.0,female,South East,Unemployed,High School,Single,664.0,01-04-2021
116439,29.0,Male,South East,Employed,Vocational,Single,543.0,23-06-2026
115467,41.0,M,Scotland,Self-Employed,High School,Married,595.0,2024-08-03
102308,55.0,female,North West,Employed,Undergraduate,Divorced,394.0,06/22/2024
116228,38.0,Male,West Midlands,Employed,Undergraduate,Married,818.0,07/06/2020
117225,57.0,male,North West,Employed,High School,Married,836.0,31-03-2023
118861,42.0,M,East of England,Retired,Postgraduate,Married,551.0,2019-12-07
108379,47.0,male,North West,Retired,Postgraduate,Married,626.0,01-04-2019
100474,, Male,,,Undergraduate,,671.0,2019-09-05
117107,51.0,MALE,North East,Employed,Undergraduate,Divorced,586.0,07/12/2019
113480,18.0, Female,West Midlands,Retired,Postgraduate,Single,563.0,15-01-2025
108426,41.0, Male,Scotland,Employed,Vocational,Married,1468.0,11/05/2021
107592,37.0,female,North East,Self-Employed,Undergraduate,Married,626.0,21/01/2019
102725,35.0,F,East Midlands,Employed,Postgraduate,Married,659.0,2024-06-16
115203,44.0,FEMALE,North East,Self-Employed,Vocational,Married,515.0,20/04/2023
118319,35.0,M,Northern Ireland,Self-Employed,Postgraduate,Married,648.0,2019-03-20
105236,34.0,FEMALE,London,Retired,High School,Married,564.0,04-05-2021
120471,44.0,F,Wales,Self-Employed,High School,Married,471.0,2024-09-15
100971,44.0,M,Wales,Self-Employed,High School,Single,619.0,05/09/2022
106974,76.0,FEMALE,North West,Self-Employed,Undergraduate,Married,701.0,18/02/2022
109902,52.0,MALE,London,Employed,High School,Single,620.0,06-08-2019
106195,56.0,F,Wales,Unemployed,High School,Single,848.0,2022-10-08
119027,32.0,female,Scotland,Employed,Postgraduate,Married,722.0,11/04/2025
102119,59.0,F,Northern Ireland,Self-Employed,Undergraduate,Divorced,642.0,2025-12-22
101398,48.0,F,London,Retired,High School,Single,489.0,07/29/2019
109913,25.0, Male,West Midlands,Unemployed,Undergraduate,Divorced,0.0,10/04/2019
113356,39.0,F,Wales,Employed,Vocational,Single,640.0,30/08/2026
117102,38.0,M,North East,Employed,Postgraduate,Widowed,732.0,2022-12-31
103585,34.0, Female,West Midlands,Self-Employed,High School,Married,627.0,11/06/2022
112980,35.0,Male,London,Employed,High School,Single,584.0,2024-12-09
107945,54.0,Female,Scotland,Retired,Postgraduate,Married,648.0,05/06/2021
106061,44.0,F,North East,Unemployed,Postgraduate,Married,622.0,2019-10-11
100856,18.0, Female,Northern Ireland,Retired,High School,Divorced,726.0,2019-10-24
118822,52.0,M,Wales,Employed,High School,Married,788.0,20/12/2024
112965,42.0,female,London,Employed,Postgraduate,Single,545.0,24-06-2021
118224,53.0,female,London,Self-Employed,Undergraduate,Single,587.0,14-09-2020
112051,25.0,female,Yorkshire and the Humber,Retired,Undergraduate,Married,702.0,2019-05-21
102751,43.0, Female,London,Self-Employed,Undergraduate,Married,525.0,09/07/2019
114777,44.0,FEMALE,Wales,Self-Employed,Postgraduate,Single,666.0,2022-07-07
114759,29.0,female,West Midlands,Employed,High School,Divorced,615.0,10/10/2019
107163,42.0,MALE,South West,Student,High School,Single,414.0,26/01/2026
116776,42.0,MALE,North West,Employed,Vocational,Single,614.0,07/01/2023
101535,24.0,male,East Midlands,Employed,Undergraduate,Married,803.0,01-03-2026
111622,24.0, Female,London,Student,None,Married,0.0,2020-08-11
105893,32.0,O,Scotland,Employed,Undergraduate,Single,750.0,26/01/2022
116971,35.0,F,East Midlands,Employed,Postgraduate,Married,494.0,2019-11-30
108193,44.0,FEMALE,East of England,Retired,None,Divorced,663.0,05-09-2023
116231,54.0,female,London,Retired,High School,Married,704.0,2021-08-21
104199,49.0,M,South East,Employed,High School,Married,646.0,30/03/2022
102789,23.0,male,Northern Ireland,Self-Employed,Undergraduate,Married,651.0,10/15/2019
106688,,F,,,High School,,606.0,15-05-2022
104024,24.0,MALE,London,Self-Employed,Undergraduate,Single,657.0,2025-05-17
110146,54.0, Female,North West,Retired,High School,Single,681.0,2022-01-16
119233,47.0,Male,London,Retired,Undergraduate,Married,603.0,09/09/2025
109495,58.0, Male,South East,Employed,High School,Single,802.0,02-12-2023
109006,62.0,FEMALE,Scotland,Employed,Postgraduate,Married,601.0,2022-05-08
105589,36.0, Male,East Midlands,Self-Employed,Vocational,Married,666.0,20/03/2020
105995,34.0,female,North West,Employed,High School,Single,519.0,07/16/2023
106091,39.0,Male,London,Employed,Undergraduate,Married,524.0,07/21/2018
118963,40.0,male,North West,Employed,Vocational,Divorced,763.0,2026-05-18
112038,38.0,F,West Midlands,Retired,Undergraduate,Married,-605.0,08/10/2023
113892,52.0, Male,East Midlands,Employed,High School,Single,773.0,2018-01-11
103784,56.0,Male,Scotland,Retired,Vocational,Single,597.0,25/06/2018
104197,30.0,male,South East,Self-Employed,High School,Widowed,1630.0,2019-01-25
116503,45.0,M,East of England,Employed,Undergraduate,Single,693.0,18/10/2025
109838,19.0,M,Wales,Employed,Undergraduate,Single,703.0,2022-12-21
107473,42.0, Male,London,Unemployed,Undergraduate,Single,,14/07/2025
105357,37.0,female,East Midlands,Unemployed,Postgraduate,Divorced,513.0,24/09/2023
112630,21.0, Male,North East,Employed,High School,Married,758.0,18-05-2019
103458,26.0,female,South West,Employed,Undergraduate,Married,850.0,07-07-2024
116795,41.0,male,East of England,Employed,Vocational,Single,587.0,02/12/2019
101433,30.0,Female,South East,Employed,Postgraduate,Single,570.0,2022-08-16
119743,61.0,Female,South West,Employed,Undergraduate,Single,713.0,2026-05-07
106703,21.0,F,Yorkshire and the Humber,Unemployed,Vocational,Single,559.0,08/10/2018
115866,38.0, Male,North East,Employed,Undergraduate,Married,742.0,09/06/2023
109452,,M,,,Undergraduate,,595.0,09-04-2021
112634,49.0,Male,Yorkshire and the Humber,Retired,Postgraduate,Married,594.0,01/22/2024
103485,27.0,FEMALE,South East,Employed,Vocational,Married,645.0,26/05/2024
113651,51.0,Female,South East,Unemployed,Undergraduate,Single,727.0,21/11/2023
103328,24.0, Female,Scotland,Self-Employed,High School,Married,788.0,04/30/2024
115533,39.0, Female,London,Retired,Undergraduate,Single,661.0,22-10-2022
104921,33.0,O,South West,Self-Employed,Postgraduate,Single,537.0,28-06-2019
112551,39.0,MALE,London,Employed,Vocational,Married,746.0,02/12/2019
115155,,M,,,High School,,619.0,08/04/2026
106551,42.0,Male,North East,Employed,High School,Divorced,521.0,08/04/2019
116417,37.0, Female,East of England,Self-Employed,Undergraduate,Single,730.0,15/04/2021
113266,41.0,MALE,North West,Self-Employed,Vocational,Married,608.0,09/01/2019
105887,57.0, Female,West Midlands,Employed,Undergraduate,Married,590.0,2019-07-09
104739,42.0,Female,South East,Employed,Undergraduate,Single,743.0,2019-05-01
110508,37.0,male,Scotland,Employed,High School,Single,682.0,2026-08-07
112680,55.0,MALE,London,Self-Employed,High School,Married,0.0,12-02-2019
